work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,residencia_iso3
2025.0,SE,FT,Data Engineer,142600,USD,142600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,158600,USD,158600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,230160,USD,230160,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,153440,USD,153440,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,124200,USD,124200,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,77000,USD,77000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,138000,USD,138000,DE,0,DE,M,DEU
2025.0,MI,FT,Data Engineer,102000,USD,102000,DE,0,DE,M,DEU
2025.0,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,78050,USD,78050,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,171600,USD,171600,CA,0,CA,M,CAN
2025.0,SE,FT,Data Engineer,92400,USD,92400,CA,0,CA,M,CAN
2025.0,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,137000,USD,137000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,86000,USD,86000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,149076,USD,149076,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,84836,USD,84836,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,175900,USD,175900,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,105500,USD,105500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,96300,USD,96300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,53500,USD,53500,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,145100,USD,145100,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,79601,USD,79601,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,235400,USD,235400,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,223950,USD,223950,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,196900,USD,196900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,181151,USD,181151,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,175900,USD,175900,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,105500,USD,105500,US,0,US,M,USA
2025.0,SE,PT,Data Engineer,110000,USD,110000,CA,100,CA,M,CAN
2025.0,SE,PT,Data Engineer,90000,USD,90000,CA,100,CA,M,CAN
2025.0,SE,FT,Data Engineer,165360,USD,165360,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,110240,USD,110240,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,158100,USD,158100,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,85300,USD,85300,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,60000,USD,60000,CA,0,CA,M,CAN
2025.0,EN,FT,Data Engineer,60000,USD,60000,CA,0,CA,M,CAN
2025.0,SE,FT,Data Engineer,160320,USD,160320,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,93520,USD,93520,US,100,US,M,USA
2025.0,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,165000,USD,165000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,162150,USD,162150,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,89700,USD,89700,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,215000,USD,215000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,104000,USD,104000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,192000,USD,192000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,128000,USD,128000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,142700,USD,142700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,73900,USD,73900,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,135000,USD,135000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,98000,USD,98000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,264500,USD,264500,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,153000,USD,153000,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,151440,USD,151440,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100960,USD,100960,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135199,USD,135199,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,135199,USD,135199,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,147472,USD,147472,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,147472,USD,147472,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,210035,USD,210035,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130739,USD,130739,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,104591,USD,104591,US,0,US,M,USA
2025.0,MI,CT,Data Engineer,100000,USD,100000,MX,100,MX,M,MEX
2025.0,MI,CT,Data Engineer,80000,USD,80000,MX,100,MX,M,MEX
2025.0,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,252900,USD,252900,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,151700,USD,151700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,249800,USD,249800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,149900,USD,149900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,251400,USD,251400,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,146600,USD,146600,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,262350,USD,262350,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,152500,USD,152500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,174342,USD,174342,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,116228,USD,116228,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,149183,USD,149183,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,108497,USD,108497,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,57600,EUR,60631,NL,0,NL,M,NLD
2025.0,MI,FT,Data Engineer,42000,EUR,44210,NL,0,NL,M,NLD
2025.0,EN,FT,Data Engineer,42000,EUR,44210,NL,0,NL,M,NLD
2025.0,EN,FT,Data Engineer,30000,EUR,31578,NL,0,NL,M,NLD
2025.0,SE,FT,Data Engineer,209100,USD,209100,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,175400,USD,175400,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,106300,USD,106300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,188000,USD,188000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,127500,USD,127500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,201250,USD,201250,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148750,USD,148750,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,110000,USD,110000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,252100,USD,252100,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,114600,USD,114600,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,156530,USD,156530,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,113800,USD,113800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,211750,USD,211750,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,192500,USD,192500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,198050,USD,198050,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,158440,USD,158440,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,198475,USD,198475,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,134700,USD,134700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,209100,USD,209100,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,216000,USD,216000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,163000,USD,163000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,123600,USD,123600,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,93500,USD,93500,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,190000,USD,190000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,174000,USD,174000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,141000,USD,141000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,31200,EUR,32842,SK,0,SK,M,SVK
2025.0,MI,FT,Data Engineer,19200,EUR,20210,SK,0,SK,M,SVK
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,158600,USD,158600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,194500,USD,194500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,174000,USD,174000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,116500,USD,116500,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,87000,USD,87000,US,100,US,M,USA
2025.0,SE,CT,Data Engineer,182000,USD,182000,US,100,US,M,USA
2025.0,SE,CT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,258000,USD,258000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,119800,USD,119800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,257200,USD,257200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,204900,USD,204900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,198000,USD,198000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,132000,USD,132000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,USA
2025.0,EN,FT,Data Engineer,25000,GBP,31645,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,25000,GBP,31645,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,115503,GBP,146206,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,74700,GBP,94556,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,173700,USD,173700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,121600,USD,121600,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,122500,USD,122500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,270200,USD,270200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,130300,USD,130300,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,141000,USD,141000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,62000,USD,62000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,90000,EUR,94736,DE,0,DE,M,DEU
2025.0,SE,FT,Data Engineer,80000,EUR,84210,DE,0,DE,M,DEU
2025.0,MI,FT,Data Engineer,49200,EUR,51789,SK,0,SK,M,SVK
2025.0,MI,FT,Data Engineer,28800,EUR,30315,SK,0,SK,M,SVK
2025.0,SE,FT,Data Engineer,168900,USD,168900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,101300,USD,101300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,149640,USD,149640,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,139436,USD,139436,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,197400,USD,197400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,87500,USD,87500,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,250377,USD,250377,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,139874,USD,139874,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160680,USD,160680,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,107120,USD,107120,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,98330,USD,98330,AU,0,AU,M,AUS
2025.0,MI,FT,Data Engineer,91658,USD,91658,AU,0,AU,M,AUS
2025.0,MI,FT,Data Engineer,152375,USD,152375,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,55000,USD,55000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,203000,USD,203000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,101000,USD,101000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,46116,EUR,48543,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,46116,EUR,48543,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,117200,USD,117200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,178000,USD,178000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,111000,USD,111000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,128544,USD,128544,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,76960,USD,76960,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175000,USD,175000,CA,100,CA,M,CAN
2025.0,SE,FT,Data Engineer,125000,USD,125000,CA,100,CA,M,CAN
2025.0,MI,FT,Data Engineer,131700,USD,131700,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,73200,USD,73200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,133000,USD,133000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,196900,USD,196900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,173505,USD,173505,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,196900,USD,196900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,182583,USD,182583,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,196900,USD,196900,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,177406,USD,177406,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,199234,USD,199234,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,143750,USD,143750,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,89000,USD,89000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,223900,USD,223900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135700,USD,135700,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,174342,USD,174342,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,116228,USD,116228,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,150200,USD,150200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,93974,USD,93974,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,194350,USD,194350,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,177800,USD,177800,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,129300,USD,129300,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,231250,USD,231250,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,111000,USD,111000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,184000,USD,184000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,113900,USD,113900,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,145000,USD,145000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,115000,USD,115000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,141000,USD,141000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,62000,USD,62000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,60000,EUR,63157,LT,0,LT,M,LTU
